bbox,comparison,attribute,freq_nlp,freq_have_bboxes
left mid lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,18,18
left mid lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,46,43
left mid lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,6,6
left mid lung zone,improved;;worsened,anatomicalfinding|yes|lung opacity,435,406
left mid lung zone,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),5,5
left mid lung zone,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,1,1
left mid lung zone,improved;;worsened,anatomicalfinding|yes|pleural effusion,75,71
left mid lung zone,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,4,4
left mid lung zone,improved;;worsened,anatomicalfinding|yes|pneumothorax,3,2
left mid lung zone,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,99,96
left mid lung zone,improved;;worsened,anatomicalfinding|yes|vascular congestion,18,18
left mid lung zone,improved;;worsened,anatomicalfinding|yes|vascular redistribution,2,2
left mid lung zone,improved;;worsened,disease|yes|alveolar hemorrhage,5,5
left mid lung zone,improved;;worsened,disease|yes|aspiration,23,22
left mid lung zone,improved;;worsened,disease|yes|copd/emphysema,1,1
left mid lung zone,improved;;worsened,disease|yes|fluid overload/heart failure,2,2
left mid lung zone,improved;;worsened,disease|yes|interstitial lung disease,3,3
left mid lung zone,improved;;worsened,disease|yes|lung cancer,1,1
left mid lung zone,improved;;worsened,disease|yes|pneumonia,85,77
left mid lung zone,improved;;worsened,nlp|yes|abnormal,442,412
left mid lung zone,improved;;worsened,nlp|yes|normal,10,9
left mid lung zone,improved;;worsened,technicalassessment|yes|low lung volumes,2,2
left mid lung zone,no change,anatomicalfinding|yes|airspace opacity,217,207
left mid lung zone,no change,anatomicalfinding|yes|atelectasis,3816,3543
left mid lung zone,no change,anatomicalfinding|yes|bronchiectasis,75,71
left mid lung zone,no change,anatomicalfinding|yes|calcified nodule,142,139
left mid lung zone,no change,anatomicalfinding|yes|consolidation,1307,1208
left mid lung zone,no change,anatomicalfinding|yes|cyst/bullae,31,26
left mid lung zone,no change,anatomicalfinding|yes|hydropneumothorax,10,9
left mid lung zone,no change,anatomicalfinding|yes|hyperaeration,81,79
left mid lung zone,no change,anatomicalfinding|yes|increased reticular markings/ild pattern,27,26
left mid lung zone,no change,anatomicalfinding|yes|infiltration,69,66
left mid lung zone,no change,anatomicalfinding|yes|linear/patchy atelectasis,247,239
left mid lung zone,no change,anatomicalfinding|yes|lobar/segmental collapse,1457,1349
left mid lung zone,no change,anatomicalfinding|yes|lung lesion,710,662
left mid lung zone,no change,anatomicalfinding|yes|lung opacity,6803,6309
left mid lung zone,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),392,370
left mid lung zone,no change,anatomicalfinding|yes|multiple masses/nodules,189,170
left mid lung zone,no change,anatomicalfinding|yes|pleural effusion,1766,1642
left mid lung zone,no change,anatomicalfinding|yes|pleural/parenchymal scarring,567,548
left mid lung zone,no change,anatomicalfinding|yes|pneumothorax,42,40
left mid lung zone,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,387,358
left mid lung zone,no change,anatomicalfinding|yes|vascular congestion,124,119
left mid lung zone,no change,anatomicalfinding|yes|vascular redistribution,22,19
left mid lung zone,no change,disease|yes|alveolar hemorrhage,30,23
left mid lung zone,no change,disease|yes|aspiration,133,121
left mid lung zone,no change,disease|yes|copd/emphysema,171,160
left mid lung zone,no change,disease|yes|fluid overload/heart failure,26,24
left mid lung zone,no change,disease|yes|granulomatous disease,155,151
left mid lung zone,no change,disease|yes|interstitial lung disease,100,94
left mid lung zone,no change,disease|yes|lung cancer,96,85
left mid lung zone,no change,disease|yes|pneumonia,763,690
left mid lung zone,no change,nlp|yes|abnormal,6962,6455
left mid lung zone,no change,nlp|yes|normal,109,100
left mid lung zone,no change,technicalassessment|yes|artifact,4,4
left mid lung zone,no change,technicalassessment|yes|low lung volumes,30,30
left mid lung zone,no change;;worsened,anatomicalfinding|yes|airspace opacity,18,17
left mid lung zone,no change;;worsened,anatomicalfinding|yes|atelectasis,176,156
left mid lung zone,no change;;worsened,anatomicalfinding|yes|calcified nodule,1,1
left mid lung zone,no change;;worsened,anatomicalfinding|yes|consolidation,98,89
left mid lung zone,no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
left mid lung zone,no change;;worsened,anatomicalfinding|yes|infiltration,2,2
left mid lung zone,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,13,12
left mid lung zone,no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,40,36
left mid lung zone,no change;;worsened,anatomicalfinding|yes|lung lesion,9,9
left mid lung zone,no change;;worsened,anatomicalfinding|yes|lung opacity,360,322
left mid lung zone,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),4,4
left mid lung zone,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,1,1
left mid lung zone,no change;;worsened,anatomicalfinding|yes|pleural effusion,80,70
left mid lung zone,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,5,5
left mid lung zone,no change;;worsened,anatomicalfinding|yes|pneumothorax,2,2
left mid lung zone,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,53,50
left mid lung zone,no change;;worsened,anatomicalfinding|yes|vascular congestion,17,14
left mid lung zone,no change;;worsened,disease|yes|alveolar hemorrhage,4,4
left mid lung zone,no change;;worsened,disease|yes|aspiration,27,23
left mid lung zone,no change;;worsened,disease|yes|copd/emphysema,1,1
left mid lung zone,no change;;worsened,disease|yes|fluid overload/heart failure,1,1
left mid lung zone,no change;;worsened,disease|yes|granulomatous disease,2,2
left mid lung zone,no change;;worsened,disease|yes|pneumonia,75,71
left mid lung zone,no change;;worsened,nlp|yes|abnormal,360,321
left mid lung zone,no change;;worsened,nlp|yes|normal,1,1
left mid lung zone,no change;;worsened,technicalassessment|yes|low lung volumes,7,4
left mid lung zone,worsened,anatomicalfinding|yes|airspace opacity,301,286
left mid lung zone,worsened,anatomicalfinding|yes|atelectasis,2429,2277
left mid lung zone,worsened,anatomicalfinding|yes|bronchiectasis,25,25
left mid lung zone,worsened,anatomicalfinding|yes|calcified nodule,2,2
left mid lung zone,worsened,anatomicalfinding|yes|consolidation,1169,1108
left mid lung zone,worsened,anatomicalfinding|yes|cyst/bullae,2,1
left mid lung zone,worsened,anatomicalfinding|yes|hydropneumothorax,2,2
left mid lung zone,worsened,anatomicalfinding|yes|hyperaeration,15,15
left mid lung zone,worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,10,9
left mid lung zone,worsened,anatomicalfinding|yes|infiltration,201,198
left mid lung zone,worsened,anatomicalfinding|yes|linear/patchy atelectasis,118,113
left mid lung zone,worsened,anatomicalfinding|yes|lobar/segmental collapse,818,763
left mid lung zone,worsened,anatomicalfinding|yes|lung lesion,182,176
left mid lung zone,worsened,anatomicalfinding|yes|lung opacity,5392,5099
left mid lung zone,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),117,113
left mid lung zone,worsened,anatomicalfinding|yes|multiple masses/nodules,56,55
left mid lung zone,worsened,anatomicalfinding|yes|pleural effusion,1175,1097
left mid lung zone,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,62,57
left mid lung zone,worsened,anatomicalfinding|yes|pneumothorax,27,27
left mid lung zone,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,694,651
left mid lung zone,worsened,anatomicalfinding|yes|vascular congestion,136,128
left mid lung zone,worsened,anatomicalfinding|yes|vascular redistribution,35,31
left mid lung zone,worsened,disease|yes|alveolar hemorrhage,74,65
left mid lung zone,worsened,disease|yes|aspiration,403,389
left mid lung zone,worsened,disease|yes|copd/emphysema,29,28
left mid lung zone,worsened,disease|yes|fluid overload/heart failure,47,44
left mid lung zone,worsened,disease|yes|granulomatous disease,2,0
left mid lung zone,worsened,disease|yes|interstitial lung disease,19,18
left mid lung zone,worsened,disease|yes|lung cancer,48,48
left mid lung zone,worsened,disease|yes|pneumonia,1547,1482
left mid lung zone,worsened,nlp|yes|abnormal,5444,5147
left mid lung zone,worsened,nlp|yes|normal,39,36
left mid lung zone,worsened,technicalassessment|yes|artifact,7,6
left mid lung zone,worsened,technicalassessment|yes|low lung volumes,64,61
left upper lung zone,improved,anatomicalfinding|yes|airspace opacity,58,58
left upper lung zone,improved,anatomicalfinding|yes|atelectasis,94,91
left upper lung zone,improved,anatomicalfinding|yes|bronchiectasis,3,3
left upper lung zone,improved,anatomicalfinding|yes|consolidation,107,107
left upper lung zone,improved,anatomicalfinding|yes|cyst/bullae,3,3
left upper lung zone,improved,anatomicalfinding|yes|hydropneumothorax,1,1
left upper lung zone,improved,anatomicalfinding|yes|hyperaeration,7,7
left upper lung zone,improved,anatomicalfinding|yes|infiltration,19,19
left upper lung zone,improved,anatomicalfinding|yes|linear/patchy atelectasis,3,3
left upper lung zone,improved,anatomicalfinding|yes|lobar/segmental collapse,30,27
left upper lung zone,improved,anatomicalfinding|yes|lung lesion,41,41
left upper lung zone,improved,anatomicalfinding|yes|lung opacity,699,694
left upper lung zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),29,29
left upper lung zone,improved,anatomicalfinding|yes|multiple masses/nodules,11,11
left upper lung zone,improved,anatomicalfinding|yes|pleural effusion,53,53
left upper lung zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,17,17
left upper lung zone,improved,anatomicalfinding|yes|pneumothorax,3,3
left upper lung zone,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,184,184
left upper lung zone,improved,anatomicalfinding|yes|vascular congestion,84,84
left upper lung zone,improved,anatomicalfinding|yes|vascular redistribution,152,152
left upper lung zone,improved,disease|yes|alveolar hemorrhage,17,17
left upper lung zone,improved,disease|yes|aspiration,15,15
left upper lung zone,improved,disease|yes|copd/emphysema,18,18
left upper lung zone,improved,disease|yes|fluid overload/heart failure,31,31
left upper lung zone,improved,disease|yes|granulomatous disease,1,1
left upper lung zone,improved,disease|yes|interstitial lung disease,4,4
left upper lung zone,improved,disease|yes|pneumonia,55,55
left upper lung zone,improved,nlp|yes|abnormal,778,772
left upper lung zone,improved,nlp|yes|normal,58,58
left upper lung zone,improved,technicalassessment|yes|low lung volumes,4,4
left upper lung zone,improved;;no change,anatomicalfinding|yes|airspace opacity,17,17
left upper lung zone,improved;;no change,anatomicalfinding|yes|atelectasis,29,28
left upper lung zone,improved;;no change,anatomicalfinding|yes|consolidation,21,21
left upper lung zone,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
left upper lung zone,improved;;no change,anatomicalfinding|yes|infiltration,1,1
left upper lung zone,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,1,1
left upper lung zone,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,9,8
left upper lung zone,improved;;no change,anatomicalfinding|yes|lung lesion,4,4
left upper lung zone,improved;;no change,anatomicalfinding|yes|lung opacity,149,148
left upper lung zone,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),1,1
left upper lung zone,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,2,2
left upper lung zone,improved;;no change,anatomicalfinding|yes|pleural effusion,26,26
left upper lung zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
left upper lung zone,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,23,23
left upper lung zone,improved;;no change,anatomicalfinding|yes|vascular congestion,11,11
left upper lung zone,improved;;no change,anatomicalfinding|yes|vascular redistribution,13,13
left upper lung zone,improved;;no change,disease|yes|alveolar hemorrhage,2,2
left upper lung zone,improved;;no change,disease|yes|aspiration,1,1
left upper lung zone,improved;;no change,disease|yes|copd/emphysema,3,3
left upper lung zone,improved;;no change,disease|yes|fluid overload/heart failure,4,4
left upper lung zone,improved;;no change,disease|yes|lung cancer,5,5
left upper lung zone,improved;;no change,disease|yes|pneumonia,16,16
left upper lung zone,improved;;no change,nlp|yes|abnormal,154,153
left upper lung zone,improved;;no change,nlp|yes|normal,2,2
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,1,1
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,4,4
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,1,1
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,1,1
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,9,9
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),1,1
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,3,3
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,1,1
left upper lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular redistribution,1,1
left upper lung zone,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
left upper lung zone,improved;;no change;;worsened,disease|yes|fluid overload/heart failure,1,1
left upper lung zone,improved;;no change;;worsened,disease|yes|pneumonia,2,2
left upper lung zone,improved;;no change;;worsened,nlp|yes|abnormal,9,9
left upper lung zone,improved;;worsened,anatomicalfinding|yes|airspace opacity,11,11
left upper lung zone,improved;;worsened,anatomicalfinding|yes|atelectasis,33,33
left upper lung zone,improved;;worsened,anatomicalfinding|yes|consolidation,35,35
left upper lung zone,improved;;worsened,anatomicalfinding|yes|hyperaeration,1,1
left upper lung zone,improved;;worsened,anatomicalfinding|yes|infiltration,10,10
left upper lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,4,4
left upper lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,7,7
left upper lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,7,7
